class_unclass,contig_name,taxon,length,kmers
C,ENA_ABAV01006599_ABAV01006599.1,Methylobacterium sp. C1 (taxid 1479019),11356,0:1413 1479019:6 0:9888 A:15 
C,ENA_ABAV01006614_ABAV01006614.1,cellular organisms (taxid 131567),1830,0:1017 9606:5 0:246 1185:5 0:523
C,ENA_ABAV01006721_ABAV01006721.1,Clostridium botulinum (taxid 1491),14104,0:14014 9606:1 0:12 1491:4 0:39
C,ENA_ABAV01006759_ABAV01006759.1,Leptolyngbya sp. O-77 (taxid 1080068),3881,0:1633 407:2 0:58 1080068:11 0:934 1080068:1 0:1208
C,ENA_ABAV01006760_ABAV01006760.1,Cupriavidus sp. USMAA2-4 (taxid 876364),2604,0:5 876364:5 0:1 876364:6 0:1318 1080068:5 0:1125 1080068:1 0:91 A:13 
C,ENA_ABAV01006762_ABAV01006762.1,Pseudomonas fluorescens WH6 (taxid 746360),15258,0:981 1472767:2 0:6436 746360:3 0:7802
C,ENA_ABAV01006818_ABAV01006818.1,Streptomyces sp. XZHG99 (taxid 2049881),1368,0:492 9606:2 0:38 2049881:5 0:797
C,ENA_ABAV01006823_ABAV01006823.1,Bacteria (taxid 2),3373,0:1660 1630693:1 0:13 1254432:1 0:1664
C,ENA_ABAV01006935_ABAV01006935.1,Deinococcus geothermalis DSM 11300 (taxid 319795),11381,0:1478 319795:3 0:7288 9606:1 0:2577
C,ENA_ABAV01006993_ABAV01006993.1,Bacillus wiedmannii (taxid 1890302),27493,0:4611 9606:3 0:9479 1890302:5 0:13361
C,ENA_ABAV01007104_ABAV01007104.1,Bacillus (taxid 1386),8423,0:3693 28108:2 0:1321 1386:5 0:3368
C,ENA_ABAV01007115_ABAV01007115.1,Bacteria (taxid 2),51227,0:37731 2201181:5 0:7212 9606:1 0:4899 457570:5 0:1340
C,ENA_ABAV01007155_ABAV01007155.1,Thermoanaerobacter (taxid 1754),1458,0:647 9606:1 0:759 1754:5 0:12
C,ENA_ABAV01007209_ABAV01007209.1,Terrabacteria group (taxid 1783272),7270,0:2550 267748:5 0:1724 9606:1 0:752 1754:5 0:2199
C,ENA_ABAV01007339_ABAV01007339.1,Bacteria (taxid 2),14735,0:7908 29382:2 0:37 1836467:2 0:6752
C,ENA_ABAV01007484_ABAV01007484.1,Paraburkholderia phytofirmans PsJN (taxid 398527),2501,0:2099 2:5 1166950:1 2:5 0:13 398527:6 0:59 398527:1 0:6 398527:5 0:7 1806508:5 0:1 398527:6 0:48 398527:6 0:24 29341:5 0:67 29341:5 0:25 29341:5 0:31 2:5 0:25 2:2
C,ENA_ABAV01007521_ABAV01007521.1,Betaproteobacteria (taxid 28216),26650,0:10082 1809410:3 0:11892 666681:3 0:4636
C,ENA_ABAV01007526_ABAV01007526.1,Calothrix sp. NIES-2100 (taxid 1954172),10321,0:253 1954172:2 0:748 931276:1 0:9283
C,ENA_ABAV01007566_ABAV01007566.1,Pseudomonas putida (taxid 303),3574,0:2310 303:2 0:102 303:1 0:102 303:1 0:802 9606:1 0:219
C,ENA_ABAV01007569_ABAV01007569.1,Capnocytophaga ochracea DSM 7271 (taxid 521097),23630,0:7 521097:1 0:8 521097:1 0:8 521097:1 0:8 521097:1 0:23561
C,ENA_ABAV01007570_ABAV01007570.1,Bacteria (taxid 2),12145,0:2616 633807:2 0:6234 1844051:2 0:3257
C,ENA_ABAV01007576_ABAV01007576.1,Bacillus cereus m1293 (taxid 526973),948,0:565 526973:2 131567:54 1:9 1239:13 131567:4 1396:7 1239:2 1396:18 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:143
C,ENA_ABAV01007588_ABAV01007588.1,other sequences (taxid 28384),60203,0:7 1:20 28384:3 1:5 28384:4 1:168 28384:53 1:9 0:4222 9606:1 0:128 9606:3 0:9 1314868:1 0:5 9606:2 0:10 9606:1 0:11172 9606:5 0:6192 9606:1 0:15 9606:1 0:16 9606:9 0:330 9606:3 0:83 9606:3 0:9413 9606:1 0:11 9606:1 0:3902 9606:3 0:9584 61652:2 0:923 9606:4 0:13844
C,ENA_ABAV01007629_ABAV01007629.1,Bacillus (taxid 1386),22057,0:3171 9606:1 0:9427 1386:2 0:9422
C,ENA_ABAV01007832_ABAV01007832.1,Bacillales (taxid 1385),4531,0:1193 1476:5 0:1907 1467:5 0:1387
C,ENA_ABAV01007869_ABAV01007869.1,Bacillus cereus m1293 (taxid 526973),13482,0:13045 526973:1 0:24 526973:1 0:3 526973:12 131567:7 9606:5 0:350
C,ENA_ABAV01007930_ABAV01007930.1,Bacteroides vulgatus (taxid 821),5804,0:5274 821:1 0:48 821:1 0:446
C,ENA_ABAV01008137_ABAV01008137.1,Terrabacteria group (taxid 1783272),12891,0:10211 1783272:5 0:1331 9606:3 0:1307
C,ENA_ABAV01008187_ABAV01008187.1,Terrabacteria group (taxid 1783272),25585,0:3952 93060:5 0:178 871968:5 0:21411
C,ENA_ABAV01008210_ABAV01008210.1,Streptomyces (taxid 1883),14097,0:1174 1883:5 0:371 1108595:4 0:2467 746360:3 0:10039
C,ENA_ABAV01008600_ABAV01008600.1,cellular organisms (taxid 131567),5597,0:21 182710:5 0:4519 9606:4 0:77 9606:1 0:936
C,ENA_ABAV01008604_ABAV01008604.1,Campylobacter peloridis LMG 23910 (taxid 1388753),26562,0:5324 1388753:2 0:13543 1064539:1 0:7658
C,ENA_ABAV01008614_ABAV01008614.1,Prochlorococcus phage P-SSM4 (taxid 268747),23795,A:1 0:2628 1386:1 0:4142 9606:3 0:6825 268747:5 0:10156
C,ENA_ABAV01008619_ABAV01008619.1,Burkholderia pseudomallei (taxid 28450),33491,0:1072 9606:1 0:3314 9606:2 0:17238 28450:12 0:9345 886293:2 0:2471
C,ENA_ABAV01008620_ABAV01008620.1,Pandoravirus inopinatum (taxid 1605721),28595,0:9314 1605721:5 0:8947 746360:3 0:10292
C,ENA_ABAV01008648_ABAV01008648.1,cellular organisms (taxid 131567),17104,0:5429 1288971:5 0:2709 170573:2 0:6524 9606:5 0:2396
C,ENA_ABAV01008862_ABAV01008862.1,Rhodococcus erythropolis (taxid 1833),10325,0:2510 1833:5 0:1094 9606:4 0:6678
C,ENA_ABAV01008888_ABAV01008888.1,Paenibacillus terrae HPL-003 (taxid 985665),1245,0:1136 985665:4 0:60 9606:2 0:9
C,ENA_ABAV01008900_ABAV01008900.1,cellular organisms (taxid 131567),8622,0:7217 9606:1 0:81 587753:1 0:1288
C,ENA_ABAV01008910_ABAV01008910.1,Oceanobacillus iheyensis (taxid 182710),2696,0:739 182710:5 0:1718 9606:1 0:199
C,ENA_ABAV01009024_ABAV01009024.1,cellular organisms (taxid 131567),28578,0:3372 337191:5 0:838 9606:3 0:10105 1398:2 0:1674 9606:2 0:12543
C,ENA_ABAV01009080_ABAV01009080.1,Halomonas sp. 1513 (taxid 1883416),9444,0:4916 A:34 0:87 A:34 0:2533 1903187:1 0:1558 1883416:2 0:245
C,ENA_ABAV01009088_ABAV01009088.1,Arcticibacterium luteifluviistationis (taxid 1784714),5174,0:978 1784714:5 0:563 673862:3 0:3591
C,ENA_ABAV01009108_ABAV01009108.1,'Nostoc azollae' 0708 (taxid 551115),963,0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:9 1167629:5 0:3 1167629:6 0:3 1167629:6 0:3 1167629:6 0:3 1167629:6 0:3 1167629:6 0:3 1167629:1 0:17 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:5 551115:3 1117:1 0:287 1229788:5 0:198 9606:5 0:48 298653:5 0:1 131567:5 2:1 1:5 0:1 9606:5 0:1 1882831:5 0:40 9606:7 0:20 9606:3 0:5 9606:20 0:5 131567:2 2083053:3 0:6 9606:12
C,ENA_ABAV01009204_ABAV01009204.1,Staphylococcus simulans (taxid 1286),18841,0:6838 1286:5 0:585 1707785:3 0:2017 9606:4 0:9355
C,ENA_ABAV01009215_ABAV01009215.1,Campylobacter iguaniorum (taxid 1244531),24858,0:14081 1244531:5 0:1444 9606:1 0:2438 9606:1 0:6854
C,ENA_ABAV01009329_ABAV01009329.1,Kitasatospora albolonga (taxid 68173),11631,0:1212 68173:4 0:1130 9606:2 0:68 9606:1 0:9180
C,ENA_ABAV01009517_ABAV01009517.1,cellular organisms (taxid 131567),3356,0:1178 323261:5 0:1002 9606:5 0:1132
C,ENA_ABAV01009532_ABAV01009532.1,Halomonas chromatireducens (taxid 507626),27500,0:18522 9606:5 0:7479 1671721:2 0:1 507626:5 0:19 2:5 0:1428
C,ENA_ABAV01009547_ABAV01009547.1,Helicobacter pylori (taxid 210),14290,0:1972 479437:3 0:5868 210:5 0:6408
C,ENA_ABAV01009553_ABAV01009553.1,Bacillus oceanisediminis 2691 (taxid 1196031),21593,0:3514 746360:3 0:7089 9606:1 0:428 1196031:4 0:10520
C,ENA_ABAV01009575_ABAV01009575.1,Burkholderiales (taxid 80840),4318,0:1298 131567:2 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:6 0:42 9606:12 0:673 9606:10 0:2145
C,ENA_ABAV01009603_ABAV01009603.1,root (taxid 1),15810,0:3384 9606:1 0:4858 693272:1 0:7532
C,ENA_ABAV01009739_ABAV01009739.1,Formosa sp. Hel1_31_208 (taxid 1798225),1058,0:595 511995:3 0:8 488538:1 0:98 1798225:9 0:114 996:1 49546:5 0:4 1094466:5 0:85 2173169:1 886377:7 0:10 1913577:5 0:9 2:5 0:32 558152:5 0:22
C,ENA_ABAV01009753_ABAV01009753.1,Streptomyces bingchenggensis BCW-1 (taxid 749414),8510,0:615 9606:1 0:28 2:1 0:8 749414:3 0:7820
C,ENA_ABAV01009758_ABAV01009758.1,Bacillus cereus m1293 (taxid 526973),1321,0:66 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:3 1491:5 0:69 9606:4 0:64 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:170 9606:1 0:28 131567:3 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:1 0:22 9606:1 0:1 9606:5 0:176 9606:3 0:399
C,ENA_ABAV01009837_ABAV01009837.1,Spirosoma sp. HA7 (taxid 2057025),2188,0:2033 1:5 2:1 1:7 0:1 2057025:1 0:106
C,ENA_ABAV01009867_ABAV01009867.1,Bacteria (taxid 2),17516,0:50 A:34 0:10816 2:7 0:1217 9606:1 0:10 9606:2 0:3035 9606:1 0:2309
C,ENA_ABAV01009889_ABAV01009889.1,other sequences (taxid 28384),6841,0:366 9606:2 0:4 28384:5 0:6430
C,ENA_ABAV01009947_ABAV01009947.1,Nakamurella multipartita DSM 44233 (taxid 479431),16509,0:5529 479431:2 0:5987 28082:1 0:4956
C,ENA_ABAV01009954_ABAV01009954.1,Psychrobacter sp. G (taxid 571800),12114,0:5797 571800:2 0:46 571800:2 0:46 571800:2 0:6185
C,ENA_ABAV01009985_ABAV01009985.1,Pandoravirus inopinatum (taxid 1605721),31706,0:10167 9606:2 0:5511 1605721:5 0:8573 746360:3 0:7411
C,ENA_ABAV01010000_ABAV01010000.1,Bacillus cereus m1293 (taxid 526973),1464,0:35 526973:39 1239:9 0:169 526973:5 0:2 9606:10 0:465 2057025:1 0:1 1:7 2:1 1:5 0:276 1491:3 0:5 131567:3 1491:4 0:102 A:34 0:254
C,ENA_ABAV01010005_ABAV01010005.1,Lactobacillus salivarius (taxid 1624),24480,0:4765 9606:1 0:10 9606:1 0:3978 1624:4 0:15687
C,ENA_ABAV01010015_ABAV01010015.1,Gammaproteobacteria (taxid 1236),11001,0:2764 1224:5 69:2 264445:5 390235:2 0:8189
C,ENA_ABAV01010118_ABAV01010118.1,Pseudomonas stutzeri RCH2 (taxid 644801),4816,0:1423 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:1794 9606:1 0:386
C,ENA_ABAV01010119_ABAV01010119.1,Pseudomonas stutzeri RCH2 (taxid 644801),3628,0:371 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:47 644801:2 0:1604
C,ENA_ABAV01010132_ABAV01010132.1,Bacteria (taxid 2),18017,0:2249 86661:2 0:6482 878220:4 0:1913 526224:4 0:7329
C,ENA_ABAV01010173_ABAV01010173.1,Bacillus cereus m1293 (taxid 526973),1047,0:153 526973:5 0:4 526973:5 0:393 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:133 526973:3 0:26 131567:5 0:1 131567:8 0:11 131567:1 9606:19 0:7 9606:1 0:78 526973:5 1239:17 0:1 1491:4 0:55
C,ENA_ABAV01010191_ABAV01010191.1,Wolbachia (taxid 953),32873,0:13102 953:2 0:18120 9606:1 0:1614
C,ENA_ABAV01010193_ABAV01010193.1,Photobacterium damselae (taxid 38293),31264,0:20662 9606:1 0:2619 38293:5 0:109 1372:1 0:7833
C,ENA_ABAV01010259_ABAV01010259.1,cellular organisms (taxid 131567),7916,0:177 9606:2 0:5870 1265350:2 0:1831
C,ENA_ABAV01010301_ABAV01010301.1,cellular organisms (taxid 131567),1009,0:647 1388753:3 0:208 9606:3 0:114
C,ENA_ABAV01010313_ABAV01010313.1,Bacteroides ovatus (taxid 28116),4722,0:393 28116:4 0:4291
C,ENA_ABAV01010320_ABAV01010320.1,cellular organisms (taxid 131567),25119,0:16641 9606:5 0:8189 1388749:5 0:245
C,ENA_ABAV01010355_ABAV01010355.1,Tessaracoccus aquimaris (taxid 1332264),5700,0:1302 1332264:3 0:1631 9606:1 0:2729
C,ENA_ABAV01010400_ABAV01010400.1,Acinetobacter (taxid 469),3365,0:57 A:34 0:1478 9606:3 0:413 469:5 0:45 9606:1 0:1295
C,ENA_ABAV01010417_ABAV01010417.1,Candidatus Kinetoplastibacterium sorsogonicusi (taxid 1576550),30554,0:143 9606:1 0:21138 1576550:5 0:9233
C,ENA_ABAV01010453_ABAV01010453.1,Clostridium botulinum (taxid 1491),3535,0:173 9606:1 0:12 1491:4 0:41 526973:2 0:8 131567:10 0:3250
C,ENA_ABAV01010481_ABAV01010481.1,Paraburkholderia sprentiae WSM5005 (taxid 754502),8538,0:829 A:34 0:1403 1173026:4 0:1648 754502:5 0:751 9606:1 0:3829
C,ENA_ABAV01010499_ABAV01010499.1,Paraburkholderia caribensis (taxid 75105),12158,0:1231 9606:4 0:5777 75105:5 0:167 75105:5 0:167 75105:5 0:81 75105:5 0:75 75105:5 0:344 75105:5 0:81 75105:5 0:75 75105:5 0:81 75105:5 0:3996
C,ENA_ABAV01010526_ABAV01010526.1,Cytophagales bacterium TFI 002 (taxid 1945892),4934,0:505 1945892:3 0:1687 9606:2 0:2703
C,ENA_ABAV01010619_ABAV01010619.1,root (taxid 1),9486,0:5716 46021:5 0:1787 9606:5 0:1939
C,ENA_ABAV01010642_ABAV01010642.1,Enterococcus thailandicus (taxid 417368),39911,0:15929 570:1 0:13038 417368:3 0:10906
C,ENA_ABAV01010682_ABAV01010682.1,Proteobacteria (taxid 1224),10768,0:2414 1031564:5 0:5722 9606:3 0:1671 1142511:5 0:914
C,ENA_ABAV01010686_ABAV01010686.1,cellular organisms (taxid 131567),12637,0:2395 1243:3 0:813 82115:2 0:5787 9606:2 0:9 9606:1 0:3591
C,ENA_ABAV01010725_ABAV01010725.1,cellular organisms (taxid 131567),17581,0:10084 1276227:5 0:4791 9606:5 0:2662
C,ENA_ABAV01010731_ABAV01010731.1,cellular organisms (taxid 131567),15630,0:6231 451:5 0:2327 9606:5 0:425 294:3 0:3941 1191459:5 0:1178 1244531:2 0:1474
C,ENA_ABAV01010735_ABAV01010735.1,Bacillus cereus m1293 (taxid 526973),1330,0:2 526973:39 1239:9 0:1246
C,ENA_ABAV01010893_ABAV01010893.1,cellular organisms (taxid 131567),12843,0:9862 9606:5 0:7 1217420:5 0:2036 1615909:3 0:891
C,ENA_ABAV01010903_ABAV01010903.1,Bradyrhizobium sp. BTAi1 (taxid 288000),23066,0:1640 9606:1 0:9898 288000:5 0:4913 1856685:1 0:6572 A:2 
C,ENA_ABAV01010953_ABAV01010953.1,cellular organisms (taxid 131567),51104,0:6469 1128398:5 0:3125 9606:1 0:3814 134601:2 0:32642 9606:4 0:623 1849491:5 0:3636 279113:1 0:743
C,ENA_ABAV01010972_ABAV01010972.1,cellular organisms (taxid 131567),13123,0:3389 457570:5 0:4224 221109:5 0:2123 9606:5 0:3338
C,ENA_ABAV01011114_ABAV01011114.1,Oceanobacillus iheyensis (taxid 182710),2445,0:1906 1288:4 0:226 182710:5 0:270
C,ENA_ABAV01011127_ABAV01011127.1,Proteobacteria (taxid 1224),13664,0:2750 108981:1 0:3790 234:1 0:7088
C,ENA_ABAV01011152_ABAV01011152.1,Bacillus cereus m1293 (taxid 526973),925,0:643 526973:4 0:5 1239:4 0:2 131567:5 0:228
C,ENA_ABAV01011164_ABAV01011164.1,Bartonella birtlesii IBS 325 (taxid 1095900),4728,0:2323 1095900:2 0:2369
C,ENA_ABAV01011223_ABAV01011223.1,Staphylococcus (taxid 1279),29106,0:1148 9606:1 0:13421 1279:5 0:14497
C,ENA_ABAV01011290_ABAV01011290.1,Nocardioides sp. CF8 (taxid 110319),15420,0:1140 9606:2 0:4245 110319:5 0:9994
C,ENA_ABAV01011297_ABAV01011297.1,cellular organisms (taxid 131567),11992,0:1803 446462:5 0:633 9606:5 0:9512
C,ENA_ABAV01011350_ABAV01011350.1,Borrelia hermsii (taxid 140),23072,0:1 9606:1 0:7001 140:2 0:16033
C,ENA_ABAV01011476_ABAV01011476.1,Alkaliphilus oremlandii OhILAs (taxid 350688),8562,0:3896 9606:1 0:5 350688:5 0:4621
C,ENA_ABAV01011488_ABAV01011488.1,cellular organisms (taxid 131567),22824,0:4789 9606:2 0:5414 457570:5 0:11735 9606:3 0:842
C,ENA_ABAV01011613_ABAV01011613.1,Chryseobacterium piperi (taxid 558152),7912,0:6077 558152:2 0:962 9606:1 0:836
C,ENA_ABAV01011651_ABAV01011651.1,cellular organisms (taxid 131567),30288,0:7425 1367491:1 0:963 9606:5 0:4422 196023:5 0:17433
C,ENA_ABAV01011658_ABAV01011658.1,cellular organisms (taxid 131567),17982,0:2050 861:5 0:14692 9606:5 0:1196
C,ENA_ABAV01011715_ABAV01011715.1,Campylobacter coli (taxid 195),5243,0:12 195:5 0:4172 9606:1 0:1019
C,ENA_ABAV01011749_ABAV01011749.1,Pandoravirus inopinatum (taxid 1605721),13444,0:644 1605721:5 0:8569 9606:4 0:4188
C,ENA_ABAV01011756_ABAV01011756.1,Thioalkalivibrio paradoxus ARh 1 (taxid 713585),23751,0:1298 55601:5 1224:5 0:1 1224:1 131567:18 1224:1 713585:5 0:70 473423:1 0:2 713585:5 0:118 473423:1 1224:5 131567:8 1224:1 713585:5 0:112 473423:1 1224:5 131567:2 1224:1 713585:5 0:149 131567:6 1224:5 131567:2 1224:1 713585:5 0:23 1224:5 131567:11 1891675:5 1749259:3 0:6 1170562:1 0:9795 1192197:1 0:12023
C,ENA_ABAV01011827_ABAV01011827.1,Comamonadaceae (taxid 80864),11376,0:1193 114277:2 0:5 1224:3 0:356 80864:4 0:3 1224:4 0:1570 9606:1 0:8201
C,ENA_ABAV01011924_ABAV01011924.1,cellular organisms (taxid 131567),15388,0:9647 1578:5 0:5399 9606:5 0:298
C,ENA_ABAV01012037_ABAV01012037.1,Sulfurospirillum halorespirans DSM 13726 (taxid 1193502),20556,0:2981 1193502:4 0:11531 9606:1 0:6005
C,ENA_ABAV01012069_ABAV01012069.1,Burkholderiales (taxid 80840),77005,0:2551 9606:6 0:4881 9606:4 0:10216 9606:45 0:5793 9606:3 0:1589 9606:5 0:785 2:1 131567:1 9606:1 131567:2 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 80840:5 131567:1 0:5 80840:4 0:31 9606:5 0:21915 9606:3 0:27553 9606:1 0:1337
C,ENA_ABAV01012084_ABAV01012084.1,Bacteria (taxid 2),1103,0:97 2:5 0:56 9606:2 0:208 2:5 0:5 2:5 0:411 2:5 0:270
C,ENA_ABAV01012086_ABAV01012086.1,Bacteria (taxid 2),961,0:116 2:5 0:245 2:5 0:56 9606:2 0:498
C,ENA_ABAV01012087_ABAV01012087.1,Alphaproteobacteria (taxid 28211),4142,0:1014 2:5 0:2 9606:12 0:301 224324:3 0:566 2:5 0:245 2:5 0:56 9606:2 0:647 131567:3 0:258 2:5 0:2 9606:12 0:729 2:5 0:48 28211:5 0:178
C,ENA_ABAV01012088_ABAV01012088.1,Pandoravirus inopinatum (taxid 1605721),29463,0:17275 746360:3 0:7950 1605721:5 0:4196
C,ENA_ABAV01012098_ABAV01012098.1,Pseudomonas stutzeri (taxid 316),1159,0:284 28216:2 482:5 0:111 395598:5 0:22 303:5 0:8 95300:2 286:5 0:18 314282:5 0:32 286:10 0:105 287:5 286:1 2:14 1224:17 286:1 0:1 300:5 0:2 316:9 1224:15 286:19 136846:5 0:9 316:5 198620:6 286:1 198620:8 0:2 286:5 0:2 1301098:1 286:9 1224:1 0:1 53408:5 0:6 53408:1 0:11 1224:1 1236:2 216595:5 1224:12 76759:1 0:211 316:5 0:92 286:7 0:3
C,ENA_ABAV01012102_ABAV01012102.1,Clostridium botulinum (taxid 1491),913,9606:3 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:145 1491:1 0:125
C,ENA_ABAV01012130_ABAV01012130.1,Burkholderia stagnalis (taxid 1503054),1703,0:330 9606:1 0:550 1503054:5 0:783
C,ENA_ABAV01012154_ABAV01012154.1,Yersinia similis (taxid 367190),1332,0:739 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:5 367190:1 0:23 338187:1 131567:4 0:440
C,ENA_ABAV01012245_ABAV01012245.1,Bacillus cereus m1293 (taxid 526973),1329,0:641 9606:1 0:420 526973:4 0:5 1239:4 0:220
C,ENA_ABAV01012282_ABAV01012282.1,cellular organisms (taxid 131567),14597,0:6142 367190:1 0:5 367190:1 0:7 1492737:5 0:5632 9606:5 0:2765
C,ENA_ABAV01012286_ABAV01012286.1,Staphylococcus simulans (taxid 1286),8679,0:2588 9606:2 0:62 1576550:3 0:3973 1286:5 0:2012
C,ENA_ABAV01012308_ABAV01012308.1,Terrabacteria group (taxid 1783272),37481,0:12281 179408:5 0:8346 2202249:5 0:16810
C,ENA_ABAV01012334_ABAV01012334.1,Martelella endophytica (taxid 1486262),27509,0:4650 9606:1 0:9156 402882:2 0:4123 9606:1 0:2552 1486262:5 0:6985
C,ENA_ABAV01012434_ABAV01012434.1,Terrabacteria group (taxid 1783272),20877,0:616 99598:5 0:2305 182710:5 0:15452 9606:1 0:2459
C,ENA_ABAV01012454_ABAV01012454.1,Clostridium (taxid 1485),41968,0:583 9606:1 0:5 9606:3 0:3148 265960:1 0:15666 9606:5 0:13716 2:5 0:2 86416:5 0:6480 641107:5 0:2309
C,ENA_ABAV01012532_ABAV01012532.1,Bacillus mycoides (taxid 1405),1045,0:100 1405:2 0:97 1405:2 0:94 1405:2 0:41 1405:5 0:48 1405:2 0:94 1405:2 0:98 1405:2 0:94 1405:2 0:41 1405:5 0:48 1405:2 0:94 1405:2 0:98 1405:2 0:34
C,ENA_ABAV01012618_ABAV01012618.1,cellular organisms (taxid 131567),21228,0:6661 9606:1 0:4893 1313:1 0:9638
C,ENA_ABAV01012619_ABAV01012619.1,Bacillus oceanisediminis 2691 (taxid 1196031),10461,0:2416 1196031:5 0:4752 1063:2 0:3252
C,ENA_ABAV01012622_ABAV01012622.1,Proteobacteria (taxid 1224),29510,0:6118 33050:2 0:19176 1737490:5 0:810 1678129:5 0:3267 A:34 0:59
C,ENA_ABAV01012637_ABAV01012637.1,Clostridium botulinum (taxid 1491),1235,131567:6 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:1127
C,ENA_ABAV01012655_ABAV01012655.1,Staphylococcus simulans (taxid 1286),19835,0:10101 1286:5 0:2613 9606:1 0:5 9606:3 0:7073
C,ENA_ABAV01012679_ABAV01012679.1,Bacteria (taxid 2),32409,0:171 1138822:1 0:4810 85698:5 0:12765 527019:5 0:14360 380021:2 0:256
C,ENA_ABAV01012716_ABAV01012716.1,Sneathia amnii (taxid 187101),40189,0:4258 187101:5 0:30645 374:2 0:5245
C,ENA_ABAV01012774_ABAV01012774.1,Candidatus Blochmannia chromaiodes str. 640 (taxid 1240471),7833,0:717 32049:1 0:2506 1240471:5 0:4570
C,ENA_ABAV01012779_ABAV01012779.1,Proteobacteria (taxid 1224),13483,0:2890 169679:2 0:4158 1224:5 0:6286 A:34 0:74
C,ENA_ABAV01012796_ABAV01012796.1,cellular organisms (taxid 131567),20218,0:2190 9606:2 0:2564 9606:1 0:2244 9606:1 0:28 9606:1 0:2683 182710:5 0:10465
C,ENA_ABAV01012826_ABAV01012826.1,Rhodovulum sulfidophilum (taxid 35806),3630,0:2465 35806:5 0:72 35806:5 0:72 35806:5 0:75 35806:5 0:892
C,ENA_ABAV01012862_ABAV01012862.1,cellular organisms (taxid 131567),19366,0:9178 36745:1 0:8067 9606:1 0:2085
