index,identifiers,gc,length,acti_mapped.sorted_cov,bestsumorder_phylum
319,ENA_WAHB01000320_WAHB01000320.1,0.3617,211557,212.6934,Cnidaria
320,ENA_WAHB01000321_WAHB01000321.1,0.3776,203434,251.1963,Cnidaria
321,ENA_WAHB01000322_WAHB01000322.1,0.3779,205359,296.8595,Cnidaria
322,ENA_WAHB01000323_WAHB01000323.1,0.3774,216879,249.0645,Cnidaria
323,ENA_WAHB01000324_WAHB01000324.1,0.3615,206797,233.8078,Cnidaria
324,ENA_WAHB01000325_WAHB01000325.1,0.3768,204389,313.5079,Cnidaria
325,ENA_WAHB01000326_WAHB01000326.1,0.3765,204679,258.7167,Cnidaria
326,ENA_WAHB01000327_WAHB01000327.1,0.3767,215800,301.7764,Cnidaria
327,ENA_WAHB01000328_WAHB01000328.1,0.3699,202410,312.6779,Cnidaria
328,ENA_WAHB01000329_WAHB01000329.1,0.3739,203547,258.4392,Cnidaria
329,ENA_WAHB01000330_WAHB01000330.1,0.3749,202470,257.5499,Cnidaria
330,ENA_WAHB01000331_WAHB01000331.1,0.3812,209019,297.5181,Cnidaria
331,ENA_WAHB01000332_WAHB01000332.1,0.3719,201016,314.6016,Cnidaria
332,ENA_WAHB01000333_WAHB01000333.1,0.3746,200564,216.8303,Cnidaria
333,ENA_WAHB01000334_WAHB01000334.1,0.3669,200766,265.8573,Cnidaria
334,ENA_WAHB01000335_WAHB01000335.1,0.3678,204387,300.6923,Cnidaria
335,ENA_WAHB01000336_WAHB01000336.1,0.3665,196972,321.17,Cnidaria
336,ENA_WAHB01000337_WAHB01000337.1,0.3709,200599,429.8424,Cnidaria
337,ENA_WAHB01000338_WAHB01000338.1,0.3616,198948,205.4729,Chordata
338,ENA_WAHB01000339_WAHB01000339.1,0.3726,200893,238.4369,Cnidaria
339,ENA_WAHB01000340_WAHB01000340.1,0.3679,198871,238.7247,Cnidaria
340,ENA_WAHB01000341_WAHB01000341.1,0.37,214128,230.254,Cnidaria
341,ENA_WAHB01000342_WAHB01000342.1,0.3678,196164,226.0425,Cnidaria
342,ENA_WAHB01000343_WAHB01000343.1,0.3613,196762,207.7391,Cnidaria
343,ENA_WAHB01000344_WAHB01000344.1,0.3638,198291,267.3127,Cnidaria
344,ENA_WAHB01000345_WAHB01000345.1,0.377,193520,293.3046,Cnidaria
345,ENA_WAHB01000346_WAHB01000346.1,0.3762,194625,235.9333,Cnidaria
346,ENA_WAHB01000347_WAHB01000347.1,0.3681,192343,287.2815,Cnidaria
347,ENA_WAHB01000348_WAHB01000348.1,0.3735,199500,244.1129,Cnidaria
348,ENA_WAHB01000349_WAHB01000349.1,0.3692,195975,238.5569,no-hit
349,ENA_WAHB01000350_WAHB01000350.1,0.3639,195174,227.1773,Cnidaria
350,ENA_WAHB01000351_WAHB01000351.1,0.3655,196881,248.2958,Cnidaria
351,ENA_WAHB01000352_WAHB01000352.1,0.3669,199307,228.4336,Cnidaria
352,ENA_WAHB01000353_WAHB01000353.1,0.3754,195688,238.0074,Cnidaria
353,ENA_WAHB01000354_WAHB01000354.1,0.373,194401,260.9062,Cnidaria
354,ENA_WAHB01000355_WAHB01000355.1,0.3887,194883,288.5855,Cnidaria
355,ENA_WAHB01000356_WAHB01000356.1,0.3695,194290,306.1412,Cnidaria
356,ENA_WAHB01000357_WAHB01000357.1,0.3736,194423,340.8392,Cnidaria
357,ENA_WAHB01000358_WAHB01000358.1,0.3688,194722,245.9145,Cnidaria
358,ENA_WAHB01000359_WAHB01000359.1,0.3709,200075,319.7262,Cnidaria
359,ENA_WAHB01000360_WAHB01000360.1,0.363,201936,247.8764,Cnidaria
360,ENA_WAHB01000361_WAHB01000361.1,0.3743,195518,437.0335,Cnidaria
361,ENA_WAHB01000362_WAHB01000362.1,0.3769,189656,240.1218,Cnidaria
362,ENA_WAHB01000363_WAHB01000363.1,0.3633,193185,215.9479,Cnidaria
363,ENA_WAHB01000364_WAHB01000364.1,0.3818,193049,266.4451,Cnidaria
364,ENA_WAHB01000365_WAHB01000365.1,0.3715,194340,343.3462,Cnidaria
365,ENA_WAHB01000366_WAHB01000366.1,0.3786,196803,256.1766,Cnidaria
366,ENA_WAHB01000367_WAHB01000367.1,0.3685,191949,255.7907,Cnidaria
367,ENA_WAHB01000368_WAHB01000368.1,0.3666,191821,241.1062,Cnidaria
368,ENA_WAHB01000369_WAHB01000369.1,0.3681,192814,265.8375,Cnidaria
369,ENA_WAHB01000370_WAHB01000370.1,0.368,191103,225.55,Cnidaria
370,ENA_WAHB01000371_WAHB01000371.1,0.383,196667,277.8425,Chordata
371,ENA_WAHB01000372_WAHB01000372.1,0.3687,191153,227.5248,Cnidaria
372,ENA_WAHB01000373_WAHB01000373.1,0.371,192981,244.5465,Cnidaria
373,ENA_WAHB01000374_WAHB01000374.1,0.3768,193282,275.3618,Cnidaria
374,ENA_WAHB01000375_WAHB01000375.1,0.3775,194615,341.1069,Cnidaria
375,ENA_WAHB01000376_WAHB01000376.1,0.368,190045,216.6989,Cnidaria
376,ENA_WAHB01000377_WAHB01000377.1,0.3742,188789,242.9207,Cnidaria
377,ENA_WAHB01000378_WAHB01000378.1,0.3664,189416,219.29,Cnidaria
378,ENA_WAHB01000379_WAHB01000379.1,0.3738,187784,231.7329,Cnidaria
379,ENA_WAHB01000380_WAHB01000380.1,0.3729,188562,249.7684,Cnidaria
380,ENA_WAHB01000381_WAHB01000381.1,0.3767,186229,275.9353,Cnidaria
381,ENA_WAHB01000382_WAHB01000382.1,0.3681,187218,228.1306,Cnidaria
382,ENA_WAHB01000383_WAHB01000383.1,0.3648,186488,251.8146,Cnidaria
383,ENA_WAHB01000384_WAHB01000384.1,0.3664,187450,331.4997,Arthropoda
384,ENA_WAHB01000385_WAHB01000385.1,0.3687,187491,231.3002,Cnidaria
385,ENA_WAHB01000386_WAHB01000386.1,0.3634,185735,199.6846,Arthropoda
386,ENA_WAHB01000387_WAHB01000387.1,0.3737,185316,273.4416,Cnidaria
387,ENA_WAHB01000388_WAHB01000388.1,0.3847,184251,263.7226,no-hit
388,ENA_WAHB01000389_WAHB01000389.1,0.3774,181040,287.7652,Cnidaria
389,ENA_WAHB01000390_WAHB01000390.1,0.3667,185511,236.8585,Cnidaria
390,ENA_WAHB01000391_WAHB01000391.1,0.3741,183331,259.8863,Cnidaria
391,ENA_WAHB01000392_WAHB01000392.1,0.3718,182914,380.0051,Cnidaria
392,ENA_WAHB01000393_WAHB01000393.1,0.3781,183643,243.3736,Cnidaria
393,ENA_WAHB01000394_WAHB01000394.1,0.3761,193288,305.7044,Cnidaria
394,ENA_WAHB01000395_WAHB01000395.1,0.3615,189353,218.6921,Cnidaria
395,ENA_WAHB01000396_WAHB01000396.1,0.3758,182810,245.325,Arthropoda
396,ENA_WAHB01000397_WAHB01000397.1,0.3656,180920,248.0899,Cnidaria
397,ENA_WAHB01000398_WAHB01000398.1,0.3681,180854,268.3253,Cnidaria
398,ENA_WAHB01000399_WAHB01000399.1,0.37,183392,249.7636,Cnidaria
399,ENA_WAHB01000400_WAHB01000400.1,0.371,181994,238.36,Cnidaria
400,ENA_WAHB01000401_WAHB01000401.1,0.3689,180596,224.2748,Cnidaria
401,ENA_WAHB01000402_WAHB01000402.1,0.366,186924,263.3019,Cnidaria
402,ENA_WAHB01000403_WAHB01000403.1,0.3732,179552,278.0324,Cnidaria
403,ENA_WAHB01000404_WAHB01000404.1,0.3674,181628,339.8593,Cnidaria
404,ENA_WAHB01000405_WAHB01000405.1,0.3718,179649,214.5781,Cnidaria
405,ENA_WAHB01000406_WAHB01000406.1,0.3631,181300,214.8383,Porifera
406,ENA_WAHB01000407_WAHB01000407.1,0.3576,175636,208.5735,Cnidaria
407,ENA_WAHB01000408_WAHB01000408.1,0.3706,177500,255.3152,Cnidaria
408,ENA_WAHB01000409_WAHB01000409.1,0.362,183620,217.7005,no-hit
409,ENA_WAHB01000410_WAHB01000410.1,0.3751,178316,266.8318,Cnidaria
410,ENA_WAHB01000411_WAHB01000411.1,0.3593,177054,247.358,Cnidaria
411,ENA_WAHB01000412_WAHB01000412.1,0.362,184036,254.4359,Cnidaria
412,ENA_WAHB01000413_WAHB01000413.1,0.3767,178225,249.035,no-hit
413,ENA_WAHB01000414_WAHB01000414.1,0.3732,175912,233.4098,Cnidaria
414,ENA_WAHB01000415_WAHB01000415.1,0.3697,176363,275.7385,Cnidaria
415,ENA_WAHB01000416_WAHB01000416.1,0.3616,177224,225.1184,Cnidaria
416,ENA_WAHB01000417_WAHB01000417.1,0.3755,175107,236.2112,Cnidaria
417,ENA_WAHB01000418_WAHB01000418.1,0.3772,176514,255.3855,Cnidaria
418,ENA_WAHB01000419_WAHB01000419.1,0.3731,175165,228.7863,Chordata
419,ENA_WAHB01000420_WAHB01000420.1,0.3653,174475,213.0561,Cnidaria
420,ENA_WAHB01000421_WAHB01000421.1,0.3618,175478,282.9849,Cnidaria
421,ENA_WAHB01000422_WAHB01000422.1,0.3664,174188,221.8554,Cnidaria
422,ENA_WAHB01000423_WAHB01000423.1,0.381,176850,275.6549,Cnidaria
423,ENA_WAHB01000424_WAHB01000424.1,0.3637,173251,333.2651,Cnidaria
424,ENA_WAHB01000425_WAHB01000425.1,0.383,172975,257.6365,Cnidaria
425,ENA_WAHB01000426_WAHB01000426.1,0.3668,171852,241.8176,Cnidaria
426,ENA_WAHB01000427_WAHB01000427.1,0.3625,171975,226.3507,Cnidaria
427,ENA_WAHB01000428_WAHB01000428.1,0.3712,172453,227.3569,Cnidaria
428,ENA_WAHB01000429_WAHB01000429.1,0.37,173593,283.3036,Cnidaria
429,ENA_WAHB01000430_WAHB01000430.1,0.3768,174011,237.4749,Cnidaria
430,ENA_WAHB01000431_WAHB01000431.1,0.3705,173275,283.2973,Cnidaria
431,ENA_WAHB01000432_WAHB01000432.1,0.3577,171380,333.2521,Cnidaria
432,ENA_WAHB01000433_WAHB01000433.1,0.3692,174195,273.651,Cnidaria
433,ENA_WAHB01000434_WAHB01000434.1,0.3736,169519,263.2525,Cnidaria
434,ENA_WAHB01000435_WAHB01000435.1,0.3772,170874,383.2325,Cnidaria
435,ENA_WAHB01000436_WAHB01000436.1,0.3775,167200,252.5814,Chordata
436,ENA_WAHB01000437_WAHB01000437.1,0.3684,171700,227.4665,Cnidaria
437,ENA_WAHB01000438_WAHB01000438.1,0.3687,171187,227.7773,Cnidaria
438,ENA_WAHB01000439_WAHB01000439.1,0.3716,169683,265.5805,Chordata
439,ENA_WAHB01000440_WAHB01000440.1,0.3779,173613,278.7018,Cnidaria
440,ENA_WAHB01000441_WAHB01000441.1,0.3754,168539,729.6755,Cnidaria
441,ENA_WAHB01000442_WAHB01000442.1,0.3641,170815,253.7816,Cnidaria
442,ENA_WAHB01000443_WAHB01000443.1,0.3715,167606,227.592,Cnidaria
443,ENA_WAHB01000444_WAHB01000444.1,0.371,177136,262.0227,Cnidaria
444,ENA_WAHB01000445_WAHB01000445.1,0.3814,169204,356.8945,Cnidaria
445,ENA_WAHB01000446_WAHB01000446.1,0.3732,167541,572.3633,Cnidaria
446,ENA_WAHB01000447_WAHB01000447.1,0.398,171128,421.094,Cnidaria
447,ENA_WAHB01000448_WAHB01000448.1,0.3661,168484,256.6346,Cnidaria
448,ENA_WAHB01000449_WAHB01000449.1,0.3744,163559,245.6853,Cnidaria
449,ENA_WAHB01000450_WAHB01000450.1,0.3754,166423,327.8675,Cnidaria
450,ENA_WAHB01000451_WAHB01000451.1,0.3628,167603,276.8126,Cnidaria
451,ENA_WAHB01000452_WAHB01000452.1,0.3646,165684,243.2103,Chordata
452,ENA_WAHB01000453_WAHB01000453.1,0.3765,163952,257.0426,Chordata
453,ENA_WAHB01000454_WAHB01000454.1,0.3766,165176,339.4705,Cnidaria
454,ENA_WAHB01000455_WAHB01000455.1,0.3687,167477,251.1561,Cnidaria
455,ENA_WAHB01000456_WAHB01000456.1,0.3671,163195,217.0348,Streptophyta
456,ENA_WAHB01000457_WAHB01000457.1,0.3722,169502,256.2653,Cnidaria
457,ENA_WAHB01000458_WAHB01000458.1,0.3745,165392,243.4658,Cnidaria
458,ENA_WAHB01000459_WAHB01000459.1,0.3699,158893,232.9172,Cnidaria
459,ENA_WAHB01000460_WAHB01000460.1,0.3623,161982,252.0391,Cnidaria
460,ENA_WAHB01000461_WAHB01000461.1,0.3807,162652,429.3707,Cnidaria
461,ENA_WAHB01000462_WAHB01000462.1,0.4012,159384,782.8561,Chordata
462,ENA_WAHB01000463_WAHB01000463.1,0.3722,163843,227.6435,Cnidaria
463,ENA_WAHB01000464_WAHB01000464.1,0.3794,152972,325.3115,Cnidaria
464,ENA_WAHB01000465_WAHB01000465.1,0.369,159559,266.2099,no-hit
465,ENA_WAHB01000466_WAHB01000466.1,0.3755,165417,265.8745,Cnidaria
466,ENA_WAHB01000467_WAHB01000467.1,0.3733,157453,325.5588,Cnidaria
467,ENA_WAHB01000468_WAHB01000468.1,0.365,155253,224.4264,Cnidaria
468,ENA_WAHB01000469_WAHB01000469.1,0.3795,156845,254.6019,Cnidaria
469,ENA_WAHB01000470_WAHB01000470.1,0.3732,156020,258.7302,Arthropoda
470,ENA_WAHB01000471_WAHB01000471.1,0.3759,156863,293.2458,Cnidaria
471,ENA_WAHB01000472_WAHB01000472.1,0.3776,156230,752.4267,Cnidaria
472,ENA_WAHB01000473_WAHB01000473.1,0.3637,155823,224.6511,Cnidaria
473,ENA_WAHB01000474_WAHB01000474.1,0.3805,155511,254.9549,no-hit
474,ENA_WAHB01000475_WAHB01000475.1,0.3722,155107,240.917,Cnidaria
475,ENA_WAHB01000476_WAHB01000476.1,0.3818,157123,845.372,Cnidaria
476,ENA_WAHB01000477_WAHB01000477.1,0.3726,153966,229.6759,Chordata
477,ENA_WAHB01000478_WAHB01000478.1,0.3732,155599,292.0879,Cnidaria
478,ENA_WAHB01000479_WAHB01000479.1,0.3542,159130,270.6911,Cnidaria
479,ENA_WAHB01000480_WAHB01000480.1,0.3817,158621,315.5069,Cnidaria
480,ENA_WAHB01000481_WAHB01000481.1,0.3627,159296,217.3016,Cnidaria
481,ENA_WAHB01000482_WAHB01000482.1,0.3658,154298,267.1138,Cnidaria
482,ENA_WAHB01000483_WAHB01000483.1,0.3692,153685,231.9761,Cnidaria
483,ENA_WAHB01000484_WAHB01000484.1,0.3648,156654,246.2732,Cnidaria
484,ENA_WAHB01000485_WAHB01000485.1,0.3622,153314,246.8795,Cnidaria
485,ENA_WAHB01000486_WAHB01000486.1,0.3638,152787,235.801,Cnidaria
486,ENA_WAHB01000487_WAHB01000487.1,0.3761,152677,277.7621,Cnidaria
487,ENA_WAHB01000488_WAHB01000488.1,0.3679,153785,240.9231,Cnidaria
488,ENA_WAHB01000489_WAHB01000489.1,0.3829,153585,366.119,Cnidaria
489,ENA_WAHB01000490_WAHB01000490.1,0.3656,155491,289.7036,no-hit
490,ENA_WAHB01000491_WAHB01000491.1,0.3713,149307,243.4022,Cnidaria
491,ENA_WAHB01000492_WAHB01000492.1,0.3603,154464,252.2072,Cnidaria
492,ENA_WAHB01000493_WAHB01000493.1,0.3687,151798,272.3159,Cnidaria
493,ENA_WAHB01000494_WAHB01000494.1,0.3875,158910,628.1852,Cnidaria
494,ENA_WAHB01000495_WAHB01000495.1,0.372,150928,269.7262,Cnidaria
495,ENA_WAHB01000496_WAHB01000496.1,0.3858,145285,418.448,Cnidaria
496,ENA_WAHB01000497_WAHB01000497.1,0.3721,168080,322.9089,Cnidaria
497,ENA_WAHB01000498_WAHB01000498.1,0.3652,150004,239.9725,Cnidaria
498,ENA_WAHB01000499_WAHB01000499.1,0.3667,150225,291.5132,Cnidaria
499,ENA_WAHB01000500_WAHB01000500.1,0.3624,150407,265.5704,Cnidaria
500,ENA_WAHB01000501_WAHB01000501.1,0.362,148795,225.12,Cnidaria
501,ENA_WAHB01000502_WAHB01000502.1,0.3646,148045,231.0162,Cnidaria
502,ENA_WAHB01000503_WAHB01000503.1,0.3732,147718,241.1328,Cnidaria
503,ENA_WAHB01000504_WAHB01000504.1,0.3685,157009,254.6413,Cnidaria
504,ENA_WAHB01000505_WAHB01000505.1,0.3602,144801,255.6773,Cnidaria
505,ENA_WAHB01000506_WAHB01000506.1,0.3655,146547,310.0684,Cnidaria
506,ENA_WAHB01000507_WAHB01000507.1,0.3811,145970,265.2235,Cnidaria
507,ENA_WAHB01000508_WAHB01000508.1,0.3644,145994,241.2919,Cnidaria
508,ENA_WAHB01000509_WAHB01000509.1,0.367,141619,261.7108,Chordata
509,ENA_WAHB01000510_WAHB01000510.1,0.3676,155891,200.5308,Cnidaria
510,ENA_WAHB01000511_WAHB01000511.1,0.3812,145353,243.5962,Cnidaria
511,ENA_WAHB01000512_WAHB01000512.1,0.3737,146958,234.3983,Cnidaria
512,ENA_WAHB01000513_WAHB01000513.1,0.3756,148462,244.0548,Cnidaria
513,ENA_WAHB01000514_WAHB01000514.1,0.3811,144830,259.0525,Cnidaria
514,ENA_WAHB01000515_WAHB01000515.1,0.3733,137752,351.0289,Cnidaria
515,ENA_WAHB01000516_WAHB01000516.1,0.3719,151132,239.868,Cnidaria
516,ENA_WAHB01000517_WAHB01000517.1,0.3751,140431,249.2518,Cnidaria
517,ENA_WAHB01000518_WAHB01000518.1,0.3742,145173,278.0986,Cnidaria
518,ENA_WAHB01000519_WAHB01000519.1,0.3766,143647,257.7556,Chordata
519,ENA_WAHB01000520_WAHB01000520.1,0.3689,143111,255.166,Chordata
520,ENA_WAHB01000521_WAHB01000521.1,0.3674,142557,232.7313,Cnidaria
521,ENA_WAHB01000522_WAHB01000522.1,0.372,143522,331.8893,no-hit
522,ENA_WAHB01000523_WAHB01000523.1,0.3674,143231,290.1006,Nemertea
523,ENA_WAHB01000524_WAHB01000524.1,0.3653,143750,259.1551,Cnidaria
524,ENA_WAHB01000525_WAHB01000525.1,0.3701,146002,234.3536,Cnidaria
525,ENA_WAHB01000526_WAHB01000526.1,0.37,143079,273.8834,Cnidaria
526,ENA_WAHB01000527_WAHB01000527.1,0.3745,141902,348.9598,Cnidaria
527,ENA_WAHB01000528_WAHB01000528.1,0.3632,142190,233.2477,Cnidaria
528,ENA_WAHB01000529_WAHB01000529.1,0.3719,142445,273.2617,Cnidaria
529,ENA_WAHB01000530_WAHB01000530.1,0.3789,140700,277.6327,Cnidaria
530,ENA_WAHB01000531_WAHB01000531.1,0.3783,149381,297.9469,Cnidaria
531,ENA_WAHB01000532_WAHB01000532.1,0.3718,142278,286.9948,Cnidaria
532,ENA_WAHB01000533_WAHB01000533.1,0.3701,143445,261.9262,Arthropoda
533,ENA_WAHB01000534_WAHB01000534.1,0.3743,141110,225.7044,Cnidaria
534,ENA_WAHB01000535_WAHB01000535.1,0.3629,140545,152.1136,Cnidaria
535,ENA_WAHB01000536_WAHB01000536.1,0.3726,140340,269.6313,Cnidaria
536,ENA_WAHB01000537_WAHB01000537.1,0.3838,146761,259.2181,Cnidaria
537,ENA_WAHB01000538_WAHB01000538.1,0.3515,148791,269.6262,Cnidaria
538,ENA_WAHB01000539_WAHB01000539.1,0.3712,137755,309.1592,no-hit
539,ENA_WAHB01000540_WAHB01000540.1,0.3671,136256,228.4596,Cnidaria
540,ENA_WAHB01000541_WAHB01000541.1,0.3704,139461,328.6167,Cnidaria
541,ENA_WAHB01000542_WAHB01000542.1,0.3741,139945,267.1127,Cnidaria
542,ENA_WAHB01000543_WAHB01000543.1,0.3774,140665,282.865,Chordata
543,ENA_WAHB01000544_WAHB01000544.1,0.3714,141097,257.2875,Cnidaria
544,ENA_WAHB01000545_WAHB01000545.1,0.3729,138893,230.9507,Cnidaria
545,ENA_WAHB01000546_WAHB01000546.1,0.3746,140393,257.8341,Arthropoda
546,ENA_WAHB01000547_WAHB01000547.1,0.3633,138974,232.2018,Chordata
547,ENA_WAHB01000548_WAHB01000548.1,0.3615,138750,204.7285,Cnidaria
548,ENA_WAHB01000549_WAHB01000549.1,0.3763,139927,241.5551,Cnidaria
549,ENA_WAHB01000550_WAHB01000550.1,0.3724,138371,260.4249,Cnidaria
550,ENA_WAHB01000551_WAHB01000551.1,0.3672,139977,248.8844,Chordata
551,ENA_WAHB01000552_WAHB01000552.1,0.3698,133665,258.0438,Cnidaria
552,ENA_WAHB01000553_WAHB01000553.1,0.3851,136745,308.635,Arthropoda
553,ENA_WAHB01000554_WAHB01000554.1,0.376,136773,254.0451,Cnidaria
554,ENA_WAHB01000555_WAHB01000555.1,0.3761,140621,385.217,Cnidaria
555,ENA_WAHB01000556_WAHB01000556.1,0.3766,136366,241.2679,Cnidaria
556,ENA_WAHB01000557_WAHB01000557.1,0.3759,138558,254.1813,Chordata
557,ENA_WAHB01000558_WAHB01000558.1,0.378,136309,423.8833,Cnidaria
558,ENA_WAHB01000559_WAHB01000559.1,0.3846,138176,255.3778,Cnidaria
559,ENA_WAHB01000560_WAHB01000560.1,0.3685,141121,217.0707,Cnidaria
560,ENA_WAHB01000561_WAHB01000561.1,0.3554,136168,243.8373,Arthropoda
561,ENA_WAHB01000562_WAHB01000562.1,0.3728,132701,296.6947,Cnidaria
562,ENA_WAHB01000563_WAHB01000563.1,0.3965,136037,285.4993,Cnidaria
563,ENA_WAHB01000564_WAHB01000564.1,0.3761,132686,335.1857,Cnidaria
564,ENA_WAHB01000565_WAHB01000565.1,0.3487,136390,210.1377,Cnidaria
565,ENA_WAHB01000566_WAHB01000566.1,0.3854,134584,269.0161,Cnidaria
566,ENA_WAHB01000567_WAHB01000567.1,0.3785,134559,477.9953,Cnidaria
567,ENA_WAHB01000568_WAHB01000568.1,0.3778,134447,274.5963,Cnidaria
568,ENA_WAHB01000569_WAHB01000569.1,0.3732,136782,291.9625,Cnidaria
569,ENA_WAHB01000570_WAHB01000570.1,0.3715,140427,520.6977,Cnidaria
570,ENA_WAHB01000571_WAHB01000571.1,0.3687,135168,363.113,Cnidaria
571,ENA_WAHB01000572_WAHB01000572.1,0.3796,133568,291.9763,Mollusca
572,ENA_WAHB01000573_WAHB01000573.1,0.3813,134437,297.7576,Cnidaria
573,ENA_WAHB01000574_WAHB01000574.1,0.3665,133836,242.7879,Cnidaria
574,ENA_WAHB01000575_WAHB01000575.1,0.3777,130880,565.5406,no-hit
575,ENA_WAHB01000576_WAHB01000576.1,0.3709,135190,238.8377,Cnidaria
576,ENA_WAHB01000577_WAHB01000577.1,0.3566,132708,201.3015,Chordata
577,ENA_WAHB01000578_WAHB01000578.1,0.3729,134025,577.4903,Cnidaria
578,ENA_WAHB01000579_WAHB01000579.1,0.3808,133088,304.4392,Cnidaria
579,ENA_WAHB01000580_WAHB01000580.1,0.3763,133007,230.8661,Chordata
580,ENA_WAHB01000581_WAHB01000581.1,0.3711,134494,226.456,Cnidaria
581,ENA_WAHB01000582_WAHB01000582.1,0.3642,131277,381.2643,Cnidaria
582,ENA_WAHB01000583_WAHB01000583.1,0.3693,134543,226.8944,Cnidaria
583,ENA_WAHB01000584_WAHB01000584.1,0.3522,131323,235.1216,Chordata
584,ENA_WAHB01000585_WAHB01000585.1,0.3791,132208,251.7319,Cnidaria
585,ENA_WAHB01000586_WAHB01000586.1,0.3768,132310,263.3153,Cnidaria
586,ENA_WAHB01000587_WAHB01000587.1,0.3702,130267,259.0734,Cnidaria
587,ENA_WAHB01000588_WAHB01000588.1,0.3783,137262,340.5541,Cnidaria
588,ENA_WAHB01000589_WAHB01000589.1,0.3697,129484,267.5957,Cnidaria
589,ENA_WAHB01000590_WAHB01000590.1,0.3593,130448,218.8721,no-hit
590,ENA_WAHB01000591_WAHB01000591.1,0.3778,125432,303.4471,Cnidaria
591,ENA_WAHB01000592_WAHB01000592.1,0.3828,130317,304.8224,Cnidaria
592,ENA_WAHB01000593_WAHB01000593.1,0.3635,130517,240.0903,Chordata
593,ENA_WAHB01000594_WAHB01000594.1,0.3611,135292,246.6199,Cnidaria
594,ENA_WAHB01000595_WAHB01000595.1,0.364,131525,311.0546,Cnidaria
595,ENA_WAHB01000596_WAHB01000596.1,0.3752,135199,244.8294,Cnidaria
596,ENA_WAHB01000597_WAHB01000597.1,0.3693,131114,242.0566,Cnidaria
597,ENA_WAHB01000598_WAHB01000598.1,0.3686,129014,240.9967,Cnidaria
598,ENA_WAHB01000599_WAHB01000599.1,0.3684,129191,243.0505,Cnidaria
599,ENA_WAHB01000600_WAHB01000600.1,0.3708,128589,279.9351,Arthropoda
600,ENA_WAHB01000601_WAHB01000601.1,0.3771,128108,250.0484,Cnidaria
601,ENA_WAHB01000602_WAHB01000602.1,0.3754,126837,310.2429,Cnidaria
602,ENA_WAHB01000603_WAHB01000603.1,0.36,128560,249.6585,no-hit
603,ENA_WAHB01000604_WAHB01000604.1,0.3679,126837,250.0923,Cnidaria
604,ENA_WAHB01000605_WAHB01000605.1,0.3737,127252,231.0403,Cnidaria
605,ENA_WAHB01000606_WAHB01000606.1,0.3672,126984,280.2111,Cnidaria
606,ENA_WAHB01000607_WAHB01000607.1,0.3895,127180,285.1988,Cnidaria
607,ENA_WAHB01000608_WAHB01000608.1,0.3651,128062,206.3352,no-hit
608,ENA_WAHB01000609_WAHB01000609.1,0.3706,129350,640.08,Chordata
609,ENA_WAHB01000610_WAHB01000610.1,0.3659,128773,242.6052,Chordata
610,ENA_WAHB01000611_WAHB01000611.1,0.3701,125271,270.1725,Cnidaria
611,ENA_WAHB01000612_WAHB01000612.1,0.3622,124926,241.1339,Cnidaria
612,ENA_WAHB01000613_WAHB01000613.1,0.3628,124498,246.2443,Cnidaria
613,ENA_WAHB01000614_WAHB01000614.1,0.392,125937,453.403,Cnidaria
614,ENA_WAHB01000615_WAHB01000615.1,0.3543,143270,271.2312,Cnidaria
615,ENA_WAHB01000616_WAHB01000616.1,0.3732,124480,286.9673,Cnidaria
616,ENA_WAHB01000617_WAHB01000617.1,0.3633,126879,239.6896,Cnidaria
617,ENA_WAHB01000618_WAHB01000618.1,0.3686,124512,285.9015,Cnidaria
618,ENA_WAHB01000619_WAHB01000619.1,0.3672,124404,231.8078,Cnidaria
619,ENA_WAHB01000620_WAHB01000620.1,0.3668,124097,301.2441,Cnidaria
620,ENA_WAHB01000621_WAHB01000621.1,0.3817,128451,240.3954,Cnidaria
621,ENA_WAHB01000622_WAHB01000622.1,0.3794,128053,227.879,Cnidaria
622,ENA_WAHB01000623_WAHB01000623.1,0.3777,123499,281.7514,Cnidaria
623,ENA_WAHB01000624_WAHB01000624.1,0.3719,122994,254.9062,Cnidaria
624,ENA_WAHB01000625_WAHB01000625.1,0.3725,127067,218.5017,no-hit
625,ENA_WAHB01000626_WAHB01000626.1,0.3736,122905,255.9118,Cnidaria
626,ENA_WAHB01000627_WAHB01000627.1,0.3631,122760,287.5788,Cnidaria
627,ENA_WAHB01000628_WAHB01000628.1,0.3711,120497,250.2837,Cnidaria
628,ENA_WAHB01000629_WAHB01000629.1,0.3785,124054,251.4599,Cnidaria
629,ENA_WAHB01000630_WAHB01000630.1,0.3657,122223,252.6855,no-hit
630,ENA_WAHB01000631_WAHB01000631.1,0.3647,121716,236.9273,Cnidaria
631,ENA_WAHB01000632_WAHB01000632.1,0.3767,122377,242.4552,Cnidaria
632,ENA_WAHB01000633_WAHB01000633.1,0.3702,122396,266.2428,Cnidaria
633,ENA_WAHB01000634_WAHB01000634.1,0.3798,122472,309.8348,Cnidaria
634,ENA_WAHB01000635_WAHB01000635.1,0.3695,125233,253.6938,Cnidaria
635,ENA_WAHB01000636_WAHB01000636.1,0.3811,120688,341.676,Cnidaria
636,ENA_WAHB01000637_WAHB01000637.1,0.3656,120687,224.8621,Cnidaria
637,ENA_WAHB01000638_WAHB01000638.1,0.3701,121216,246.1904,no-hit
638,ENA_WAHB01000639_WAHB01000639.1,0.3681,120438,254.7154,Cnidaria
